renda;compras;idade;scrcrdt;sexo
397.00449530335817;1306.9824634132476;47.0;;1.0
680.1048690609823;1358.2638743789498;47.0;808.0;1.0
362.74860210429125;1301.5345821787128;47.0;808.0;1.0
508.6659310704988;1431.883146228076;47.0;808.0;1.0
356.33129432327223;1353.3543794256339;47.0;808.0;1.0
561.9418387318668;1394.2468135284878;47.0;808.0;1.0
653.7950835648448;1431.7337325509402;;808.0;1.0
682.4311988874313;1414.4139907548895;47.0;808.0;1.0
507.32462317911774;1374.9752452066516;47.0;808.0;
;1446.6469906735706;;808.0;1.0
266.694833392637;1320.1501008884643;47.0;808.0;1.0
718.3270356805192;1509.4092834219462;47.0;808.0;1.0
833.3808504845592;1448.881462318165;47.0;808.0;
633.7903323345139;1453.6068746875585;47.0;808.0;1.0
385.72129614151527;1367.1653034135645;47.0;808.0;1.0
573.0990935702125;1392.0659039541808;47.0;808.0;1.0
612.9736560454053;1396.1587079239544;47.0;808.0;1.0
686.3369896653232;1471.1142340618715;47.0;808.0;1.0
637.4595094277672;1483.1450450193277;47.0;;1.0
;1344.0751954134478;47.0;808.0;1.0
563.3361236713239;1417.4500104036215;47.0;808.0;1.0
510.36655085234895;1362.7024206723981;47.0;808.0;1.0
560.8031892956204;1437.6380397145792;47.0;808.0;1.0
601.7844635342079;1419.3036061478163;;808.0;
332.48906285675605;1266.3293541402238;;;1.0
608.363541443546;1405.5215593143278;47.0;808.0;1.0
540.8996484642607;1483.2271110140673;47.0;808.0;1.0
253.7927792141536;1350.6976048556767;47.0;808.0;1.0
625.4124699547192;1440.8064659337817;47.0;808.0;1.0
593.2424359534117;1408.4435309791359;47.0;808.0;
495.5870406526549;1335.158069361835;47.0;808.0;1.0
639.2062188893032;1381.9231214365536;47.0;808.0;1.0
568.8201661247106;1371.446006769394;47.0;808.0;1.0
;1368.5029245301444;;808.0;1.0
760.5734046493271;;47.0;808.0;
463.26891457818243;1462.9320906490898;47.0;808.0;1.0
667.3123324833618;1436.448761452809;47.0;808.0;1.0
687.7786451101605;1372.9096462536213;47.0;808.0;
273.1052385737186;1321.2744182036115;47.0;808.0;1.0
531.7041981112346;1475.0686337989212;47.0;808.0;1.0
527.4505949682065;1396.0882792530422;47.0;;1.0
440.06578471896;1345.2767814487393;47.0;808.0;1.0
657.8876875635299;1432.8295652621302;47.0;808.0;1.0
602.2553674090145;1414.1993032239413;47.0;808.0;1.0
449.87958797469906;1382.7066958243163;47.0;808.0;1.0
519.6261066037895;1451.5574773046367;47.0;808.0;1.0
641.1416954069064;;47.0;808.0;1.0
465.7352692213197;1368.1042803933085;47.0;808.0;1.0
476.0728875581739;1396.5243791870923;47.0;808.0;1.0
577.2959388802105;1400.0145547509837;47.0;808.0;1.0
467.2414067667994;1341.385305423138;47.0;808.0;1.0
698.1773381340018;1401.6502502621165;47.0;808.0;1.0
672.3975072713304;1389.1299331857456;47.0;808.0;1.0
499.778243747105;1360.2065006461244;47.0;808.0;1.0
475.10065421796617;1387.8986766249277;47.0;;1.0
584.6637552976065;1357.059972683895;47.0;808.0;1.0
372.6742218008176;1348.7891598312378;47.0;;1.0
418.8808598704773;1305.2209662639636;47.0;808.0;
499.5018245301916;1399.1689388707066;47.0;808.0;1.0
529.8609228451492;1369.537272658388;47.0;;
619.8172336662162;1431.9829308929598;47.0;808.0;1.0
502.23800648400703;1393.0085283878007;47.0;808.0;1.0
431.78452989255135;;47.0;808.0;1.0
612.763439576624;1349.7964462721698;;808.0;1.0
633.5612731303072;1411.1888973112018;47.0;808.0;
641.2087679218847;1475.8764496137726;47.0;808.0;1.0
476.44806507352706;1411.8029374433022;47.0;808.0;1.0
546.3430704132306;1412.4416029712338;47.0;808.0;1.0
472.560013977283;1367.391769858785;47.0;808.0;1.0
949.6223341332557;1560.2018119729607;47.0;808.0;1.0
;1356.543281862493;47.0;808.0;1.0
316.4925996112704;1335.361082512886;47.0;;1.0
;1424.4343913404218;47.0;808.0;1.0
679.6472485969581;1485.2232690487804;47.0;808.0;1.0
480.2781710312383;1363.3290585965583;47.0;808.0;1.0
526.4293888938984;1347.8558971546734;47.0;808.0;1.0
;1352.6980195549045;47.0;808.0;1.0
;1394.9482629313006;47.0;808.0;1.0
499.33414658318014;1366.2319126860466;;;1.0
527.3210577206997;1360.2730208390929;;808.0;1.0
;1442.0330972758209;47.0;808.0;1.0
725.7513696264097;1433.6080844955127;47.0;808.0;1.0
579.4399310152038;;47.0;808.0;1.0
619.9460457739276;1441.6606181340971;47.0;808.0;1.0
472.7898358904784;;;;1.0
469.2582496665764;1360.9738578113486;47.0;808.0;
314.20564311240395;1330.5125578418972;47.0;808.0;1.0
717.0422402257385;1364.6108151715564;47.0;808.0;1.0
514.1827127568233;1381.7445847317977;47.0;808.0;1.0
590.0783157858451;1397.519127876205;47.0;808.0;1.0
675.5298206768689;1426.7674615014544;47.0;808.0;1.0
603.74827219187;1360.7826027531328;47.0;808.0;1.0
727.7631546906924;1408.4845925668762;47.0;;1.0
516.4480462234627;1403.3237539262218;47.0;808.0;1.0
530.3967492151445;1343.119258092881;47.0;808.0;1.0
640.9798680354199;1426.2854947064861;;808.0;1.0
581.1491683903764;1392.956469651602;47.0;808.0;1.0
584.6369335147098;1377.7983804826756;47.0;808.0;1.0
538.6503156333061;;47.0;808.0;1.0
545.7119967637514;1433.1799692346526;47.0;808.0;1.0
600.8842979284055;1382.4711302485373;47.0;808.0;1.0
637.1990374298804;1411.6690101201038;47.0;808.0;1.0
385.70924068342146;1289.1090085878552;47.0;808.0;1.0
525.0864025274209;1339.1675721114307;;808.0;1.0
557.6147696199081;1326.7848412914718;47.0;808.0;1.0
326.2789690483505;1342.6702492247282;;808.0;1.0
630.1853375737164;1445.928873615312;47.0;;1.0
377.1983989601399;1344.2878785624669;47.0;808.0;1.0
495.0636434431285;1487.6036925120836;47.0;808.0;1.0
511.86216292644565;1316.848398535603;47.0;808.0;1.0
698.535107691547;1455.1401867964744;47.0;808.0;1.0
635.0042577465917;1449.2172248311297;47.0;;1.0
733.3810008778598;1439.353937387102;;;1.0
551.5574031721079;;47.0;808.0;1.0
885.0848604335658;1482.1307435838182;47.0;808.0;1.0
629.3515040693966;1388.6240814141972;47.0;808.0;1.0
678.4272681174461;1449.2641616290348;47.0;808.0;
488.1129599073558;1330.8633881781627;47.0;808.0;1.0
582.4357505583607;1452.7878044747072;47.0;808.0;1.0
763.3452504856626;1453.727031657847;47.0;808.0;1.0
657.4703748883885;1426.2948120378048;47.0;808.0;
349.2575628779109;1377.8642180514196;47.0;808.0;
637.776482424332;1380.7080317786272;47.0;808.0;1.0
;1496.7455443327249;47.0;;1.0
599.1286576419183;1397.281730734219;47.0;808.0;1.0
398.7837935589161;1298.0330084636191;47.0;808.0;1.0
388.7234084979454;1365.0473337906362;47.0;808.0;1.0
699.1603068534359;1449.7814253925906;47.0;808.0;1.0
564.9357646358934;1427.5285886728086;;808.0;1.0
436.73102924180523;1337.868148660308;47.0;808.0;1.0
500.4367393702865;;47.0;808.0;1.0
512.7245331072329;1445.6820597082165;47.0;;1.0
633.5903474580384;;47.0;;1.0
799.3510265805277;1511.8993980321668;47.0;808.0;1.0
515.3720117304883;;47.0;808.0;1.0
393.93474968669454;;47.0;808.0;1.0
;1431.2458443968674;47.0;808.0;1.0
;1476.9660856516473;47.0;808.0;1.0
;1333.6527567838566;;808.0;1.0
651.0517007284664;1471.839838731254;47.0;808.0;1.0
472.1011572331144;1318.0110597694409;47.0;;1.0
490.3589439321422;1402.3271030043536;47.0;808.0;1.0
487.51173782198896;1442.8118235420263;47.0;808.0;1.0
629.3669965279323;1397.5829659403598;47.0;808.0;1.0
683.0817323038596;1421.9637019473428;47.0;808.0;1.0
440.0296165074212;;;808.0;1.0
317.97692364989064;;47.0;808.0;1.0
529.7763787942504;1369.2935520700876;47.0;808.0;1.0
421.50396378921977;1356.0616268726835;47.0;808.0;1.0
;;47.0;808.0;1.0
635.0525969133796;1411.2098278817175;47.0;808.0;1.0
495.8940444286756;1345.2852964755998;47.0;;1.0
341.71393928593;1269.623040860208;47.0;808.0;1.0
627.98511945839;1466.0033013526834;47.0;808.0;1.0
;1422.221189247156;47.0;808.0;1.0
609.7148655692258;1411.0032258666492;;808.0;1.0
584.0149049836378;1408.7425042543491;47.0;808.0;1.0
540.3894543013427;1424.1731600990147;47.0;808.0;1.0
;1418.5606939473419;47.0;808.0;1.0
631.2389332194077;1393.0548851037436;47.0;808.0;1.0
439.49112988318865;1332.1599071492806;47.0;;1.0
675.4501359007629;1378.7391301619293;;808.0;1.0
582.6719536747224;1380.3639851268638;47.0;808.0;1.0
;1389.7251676079236;47.0;;1.0
577.231182971635;;47.0;;1.0
592.4388864225823;1388.5910489368214;;808.0;
573.265156813522;1400.012258094955;47.0;808.0;
531.0676321995994;1346.571454165797;47.0;808.0;1.0
770.9518461587086;1475.7283768828117;47.0;808.0;1.0
627.6905379235184;1389.1584867427302;47.0;808.0;1.0
694.7328450806089;1416.4781388347499;47.0;808.0;
306.8840797301656;1349.920762221162;47.0;808.0;1.0
450.78938442402944;1312.8522794304859;47.0;808.0;1.0
535.7302754931545;1320.1765830308057;;808.0;1.0
546.6729254963577;1417.346868388083;47.0;808.0;
460.7846686991704;1334.5882850811115;47.0;808.0;1.0
377.7905365459453;;47.0;808.0;1.0
353.2689006450232;1301.264341345747;47.0;808.0;1.0
283.02869264667356;1316.1231040761977;47.0;808.0;1.0
764.9771425152665;1471.4080361422311;47.0;808.0;1.0
625.1402539953383;1413.768173168918;47.0;808.0;1.0
605.7166627910839;1445.6137386690552;47.0;808.0;1.0
566.0212282712373;1402.0081064460164;47.0;808.0;1.0
587.1196651899356;1436.8552579619081;47.0;808.0;1.0
593.627396385042;1405.8393929954589;;808.0;1.0
292.3397914845842;1292.7123193485563;47.0;808.0;1.0
386.07208592509676;1338.511928194168;47.0;808.0;1.0
433.6532508516616;1286.0633871836624;47.0;808.0;1.0
478.418798291325;1315.4784369868732;47.0;808.0;1.0
522.1425688315206;1345.784882387424;;;1.0
502.99746791349094;1359.5934441662773;47.0;808.0;
425.75503996942734;1388.1157411583285;47.0;808.0;1.0
434.09075150906745;1322.2369562998647;;808.0;1.0
425.1764128844909;1331.7646716110703;47.0;808.0;1.0
;;47.0;808.0;1.0
559.1588065301277;1452.2811542768634;47.0;808.0;1.0
492.1608966264552;1457.7699856550505;47.0;808.0;1.0
508.1138809315349;1360.2309012309988;47.0;808.0;1.0
;1412.3829804944864;47.0;808.0;1.0
668.7558055361226;1347.190596499058;47.0;808.0;1.0
633.2029854353242;1381.2872438679765;47.0;808.0;1.0
527.3681648534957;1331.9974556720044;47.0;808.0;1.0
;1379.0155432997472;47.0;808.0;1.0
;1323.9509066471353;47.0;808.0;1.0
494.4112202430847;1442.3485711092983;47.0;808.0;1.0
597.4232483761075;1406.646793787108;47.0;;1.0
577.1963641468936;1421.5983899050495;47.0;808.0;
489.87925428740994;1430.2249382770267;47.0;;1.0
354.4760206860592;1368.7158166333172;47.0;808.0;
405.71018670086977;;47.0;808.0;1.0
509.60203343318074;1352.5996723852568;47.0;808.0;1.0
;1377.7124255810363;47.0;808.0;1.0
482.16934828228534;1398.860263016163;47.0;808.0;1.0
766.8594598306368;1457.4401630291554;47.0;808.0;1.0
534.7803596458119;1381.6298911505355;47.0;808.0;1.0
510.5456606227628;1424.2419175084462;47.0;808.0;1.0
629.769465028324;1365.927635263236;47.0;808.0;1.0
;1392.4845639668574;47.0;808.0;1.0
419.57569650915184;1326.0038019470244;;808.0;1.0
314.15058184032097;1324.2049682055747;47.0;808.0;1.0
456.75586494940535;1341.447690753829;47.0;808.0;1.0
545.6657302654066;1356.3345132727281;47.0;808.0;1.0
545.8482638654185;1393.9864402018854;47.0;808.0;1.0
446.0418242207316;1343.1649785805773;47.0;808.0;1.0
535.7656515797755;1368.6675548098008;47.0;808.0;1.0
615.8506827030527;1441.429146306517;;808.0;1.0
639.2961417159756;1415.090845873266;47.0;808.0;1.0
728.9018718582104;1423.8782301010342;47.0;808.0;1.0
465.32652559616054;1339.4788511271381;47.0;808.0;1.0
547.1164436766642;1437.248957541935;47.0;808.0;1.0
586.7791436960149;1392.2647026565367;47.0;808.0;1.0
433.8423939198658;1378.1573685884903;47.0;808.0;1.0
411.81881995199063;1320.9127815868005;47.0;808.0;1.0
592.7699632247962;1449.2759244965105;47.0;;1.0
570.4312568435157;1327.823868790759;47.0;808.0;1.0
484.04887563629643;1375.27727032061;47.0;808.0;1.0
828.2011581545371;1458.938258896797;47.0;808.0;1.0
208.31525565847102;1342.550600363352;47.0;808.0;
883.1868175850626;;47.0;808.0;1.0
657.4473824877197;1392.602860482634;47.0;808.0;1.0
286.163889973301;1275.5604454304173;47.0;808.0;1.0
388.87186323701;1342.401953042389;47.0;808.0;1.0
443.6971077167223;1334.034937376222;47.0;808.0;1.0
933.4573671728854;1518.277733490633;47.0;808.0;
495.010788281959;1388.950268209366;;808.0;1.0
478.2716320663418;1351.7508972536348;47.0;808.0;1.0
489.8024613845058;1406.719073575042;47.0;808.0;1.0
342.4616255581597;;47.0;808.0;1.0
496.77636906992075;1386.3053045018032;;;1.0
674.2825422282212;1382.5368451316274;47.0;808.0;1.0
;1446.1693321387684;47.0;808.0;1.0
694.6072650785584;1454.9388549756843;47.0;808.0;1.0
;1396.795626990969;47.0;808.0;1.0
399.7284049316158;1369.6802430791838;47.0;808.0;1.0
644.0623623276635;1446.537276165777;47.0;808.0;1.0
;1346.261061832602;47.0;808.0;1.0
;1324.4754654140957;47.0;808.0;1.0
559.8020297639197;1370.0428454256698;47.0;808.0;1.0
544.2727478708232;1328.6635407284584;47.0;808.0;1.0
388.3784635652795;1334.3850431069438;47.0;808.0;1.0
307.1143119119695;1356.8104813922369;47.0;808.0;1.0
403.3659883124573;1365.4573281930673;47.0;808.0;1.0
;1427.7482491281594;47.0;808.0;1.0
511.8761055882539;1371.54969759168;47.0;;1.0
465.09416506304234;1315.6721191265278;47.0;808.0;1.0
;;47.0;808.0;1.0
427.70808639214806;1451.5179659164817;47.0;;1.0
615.0878761668735;1455.6352201813902;47.0;808.0;1.0
319.9638692471661;1346.6023643090439;47.0;808.0;1.0
;1399.087538989924;47.0;808.0;1.0
692.7106376674076;;47.0;808.0;1.0
570.9462120610024;1340.6328905408252;47.0;808.0;1.0
;1453.1795132926131;47.0;808.0;
523.9385776639385;1384.9521358976572;47.0;808.0;1.0
567.8272238025021;1404.8316063346558;47.0;808.0;1.0
468.7528174409409;1340.629520035537;47.0;808.0;1.0
368.4380251600237;1321.8474315119977;47.0;808.0;1.0
604.4779787029911;1370.8455623905104;47.0;808.0;1.0
541.6383419908609;;47.0;808.0;
634.401136727812;1444.870187121294;47.0;808.0;1.0
387.17328740782904;1362.678680417558;47.0;808.0;1.0
244.4280293615047;1347.1497249736788;47.0;;1.0
602.2323995683382;1371.1115809322912;47.0;;1.0
571.2237440045639;1449.9835304632745;47.0;808.0;1.0
717.127184096955;1441.5053021988049;;808.0;
614.6589307465086;1370.4554624187924;47.0;808.0;1.0
377.8466610731026;1343.7022162095127;47.0;808.0;1.0
665.8958515511587;1385.99582336814;47.0;808.0;1.0
598.0854855978266;1361.007284015372;47.0;808.0;1.0
484.83531246784503;1390.6788551186007;47.0;808.0;1.0
422.42284728452375;1374.8488219352994;47.0;808.0;1.0
390.07581709154135;1337.1409598186026;47.0;808.0;1.0
650.0799912883418;1450.4767387807374;47.0;808.0;1.0
518.2213840148416;1338.7382723314536;47.0;808.0;1.0
461.53336576303934;;47.0;;1.0
426.1757172565379;;47.0;808.0;
598.3784374793173;1444.778378402935;47.0;808.0;1.0
832.1095869438703;1475.347473906224;47.0;808.0;1.0
609.3437003887443;1391.2314680775248;47.0;808.0;1.0
550.2811542852417;;47.0;808.0;1.0
526.7085588342293;1381.8333141352057;47.0;808.0;1.0
321.4633125178588;1419.0631156780041;47.0;808.0;1.0
;1352.6697418736287;47.0;808.0;
517.4650872780446;1362.72801765766;47.0;808.0;1.0
;1339.9364893527527;47.0;808.0;1.0
569.6604971554243;1438.9159256824423;47.0;808.0;1.0
473.49315967725033;1390.4551729696734;47.0;808.0;1.0
592.4216756320026;1368.652447875562;;808.0;1.0
512.9140718636793;1362.8222384028345;47.0;808.0;1.0
746.0871942478068;1458.6234627023364;47.0;808.0;1.0
635.9291307632758;1445.6045285796513;47.0;808.0;1.0
474.62453781013573;1376.289061326942;47.0;808.0;1.0
352.54693823005454;1320.6422547578704;47.0;808.0;1.0
476.03049953263286;1380.5897801181202;47.0;808.0;1.0
485.0833088939395;1300.4846369796371;47.0;808.0;1.0
587.0122876507091;1334.905585531691;47.0;808.0;1.0
530.3710266948723;1357.553806000469;47.0;808.0;1.0
726.0616348990523;1460.0914478286973;47.0;808.0;1.0
428.2683064416267;1401.8881365005768;47.0;;1.0
;1384.7937624127094;47.0;808.0;1.0
514.0024482457292;1372.5852793627419;47.0;;1.0
528.2436959970537;1351.5990290300465;47.0;808.0;1.0
417.1544169107814;1369.1441925614217;47.0;808.0;1.0
559.5865070216628;1381.124229020929;47.0;808.0;
675.3982101106726;1435.8005987890056;;808.0;1.0
599.428085985715;1413.709345825545;47.0;808.0;1.0
;1449.095310741692;47.0;808.0;
505.67943517737893;;47.0;808.0;1.0
652.9622002597022;1396.1420921759109;47.0;808.0;1.0
685.6412325630336;1421.4150913147132;;808.0;1.0
344.2888502057989;1354.3133804019265;47.0;808.0;
870.9084704589063;1427.0966024051788;47.0;808.0;1.0
316.1855207259971;1386.2260323346143;47.0;808.0;1.0
752.7298581943109;1472.1047408897039;47.0;;1.0
580.3395950287426;1484.1424138226375;47.0;808.0;1.0
508.0802955571493;1396.0912498794526;47.0;808.0;1.0
562.7523078778325;1376.509710453832;47.0;808.0;1.0
464.2050897743302;1348.7294781095302;47.0;808.0;1.0
609.9891273307933;;47.0;808.0;1.0
603.8081523524393;1399.744039300822;47.0;808.0;1.0
559.5319142562887;1402.9616691611216;47.0;808.0;1.0
478.89177344746963;1324.5798663786627;;808.0;1.0
585.0954409833371;;47.0;808.0;1.0
561.3491789845089;1394.469755098066;47.0;808.0;
;1382.8173716733447;47.0;808.0;
754.8330298474746;1447.821980113759;47.0;808.0;1.0
544.5030212446832;1412.5996833213426;47.0;808.0;1.0
624.6074136229981;1478.7678847275563;47.0;808.0;1.0
525.0904357626574;1362.664612181512;47.0;808.0;
545.0263606365711;1301.7635155444905;47.0;808.0;1.0
704.1639294880122;1334.7596902800556;47.0;808.0;1.0
748.2477967923172;;;808.0;1.0
406.59956665543734;1419.1899205095324;47.0;808.0;1.0
;1428.5674451470134;;;1.0
514.4048051619008;;47.0;808.0;1.0
641.7595930533762;1459.8193504295054;47.0;808.0;1.0
833.2189181197905;1507.4919861216495;;808.0;1.0
665.2547070320693;1466.6719326287089;47.0;;1.0
671.2028773456016;1420.3163873770477;;808.0;
607.7022377876959;1387.8593366555017;47.0;;1.0
282.1587509080603;1285.7762870314891;47.0;808.0;1.0
373.8083998457344;1376.50548497508;47.0;808.0;1.0
390.4736410283299;1365.6953507176615;47.0;808.0;
617.6464314448468;1397.538723268146;;808.0;1.0
363.2191530270353;;47.0;;1.0
575.965196494425;1386.5987921543358;47.0;808.0;1.0
432.2133476871319;1357.020818114469;47.0;808.0;1.0
600.5241986796212;1381.622849270185;47.0;808.0;1.0
451.6327470864003;1304.2566885628842;47.0;808.0;1.0
677.0882935454944;1436.093875294712;47.0;808.0;1.0
635.3839212766839;1448.8644665205484;;808.0;
514.2437581206233;1429.885692432819;47.0;;1.0
539.6277712634541;1375.7725415387251;47.0;808.0;1.0
600.0624960140688;1389.6822439847438;47.0;808.0;1.0
453.0185246337865;1370.873147923325;47.0;808.0;1.0
930.7726995842137;1544.364369163693;47.0;;1.0
461.304129083681;1408.1036930814557;47.0;808.0;1.0
433.9883323630596;1298.4567975112154;47.0;808.0;1.0
222.25967355065217;;47.0;808.0;1.0
616.9740973396557;1385.8641544840955;47.0;;1.0
524.7038406348038;1315.4363165842794;47.0;808.0;1.0
619.4882021850138;1428.6770781128073;47.0;;1.0
573.9588611649502;1380.840568092548;;;1.0
427.47143670342973;1412.300051690333;47.0;808.0;1.0
425.40409428634547;1423.3012020205952;47.0;808.0;1.0
666.4771691385492;1444.7343023941023;47.0;808.0;1.0
616.2612889934162;1363.7838917737606;;808.0;1.0
640.9256529405975;1476.7355664061831;47.0;808.0;1.0
585.6249041239722;1421.4754631883811;47.0;808.0;1.0
561.2408977855556;1378.5993491494096;47.0;808.0;1.0
529.8578357143692;;47.0;808.0;1.0
539.991460277013;1412.0016333699004;47.0;808.0;1.0
362.62126067078947;1371.3232219425008;47.0;808.0;1.0
538.2166200436044;1460.619844938465;47.0;808.0;1.0
518.9947582094599;1392.5289232985722;47.0;808.0;1.0
550.8507426243408;1451.5108827792392;;808.0;1.0
;1439.21164651868;47.0;808.0;
;1378.8825511314458;47.0;808.0;
557.2914539351174;1426.5069046496033;;808.0;1.0
;1355.2523856327666;47.0;808.0;1.0
339.8118033248379;1383.6918195188305;47.0;808.0;1.0
539.0838904065931;1340.3659763965122;47.0;808.0;1.0
779.6378814434354;1503.6622740084204;47.0;808.0;1.0
408.50945804203116;1386.9152940877036;47.0;808.0;
704.8917687919862;1484.7636067709354;;;1.0
;1448.3341805971434;47.0;808.0;1.0
454.3326267879476;1318.8473365522523;47.0;;1.0
575.4367151474574;1411.0010887861822;47.0;;1.0
740.3579256218893;1455.735365093996;47.0;808.0;1.0
463.37954287514276;1354.107718156455;;808.0;1.0
;1463.3846196962577;47.0;808.0;1.0
;1530.3260961047545;47.0;808.0;1.0
585.4296802082999;1402.2246148846687;47.0;808.0;
477.5659083935523;1419.1252545025677;47.0;;1.0
463.1515844106293;1355.5149343221158;47.0;808.0;1.0
551.4725417273378;1364.7740558131209;47.0;808.0;1.0
357.5283332540762;1354.7443692569761;47.0;808.0;1.0
413.66254458293565;1365.7326375548041;47.0;808.0;
538.0298951033928;1421.0214911466883;47.0;808.0;1.0
584.6072311030385;1410.4181748302735;47.0;808.0;1.0
601.5685821750143;1353.597630213924;47.0;808.0;1.0
663.1179630640958;1371.0122800509155;47.0;808.0;1.0
533.3264372234011;1462.6015690123716;47.0;808.0;1.0
454.3774504295152;1342.3607913597289;47.0;808.0;
436.3031873378878;1326.0018529467045;47.0;808.0;1.0
670.2171571870185;1418.902203553635;47.0;808.0;1.0
431.62872027135614;1382.785246248518;47.0;;1.0
675.7109803120285;1425.9658662417205;47.0;808.0;1.0
403.4262145819638;1305.187913873224;;808.0;
473.78955962055375;1372.245832592856;47.0;808.0;1.0
;1459.1217312198219;;808.0;1.0
683.5924089168884;1470.4502038860564;;808.0;1.0
375.3742961022098;1324.244303303835;47.0;808.0;1.0
;1396.340590554031;47.0;808.0;1.0
697.014032813059;1455.7623818425493;47.0;808.0;1.0
649.6310979049564;1480.066423481416;47.0;808.0;1.0
773.6542933083613;1491.5399785693476;47.0;;1.0
896.4169639616491;1440.375011431662;47.0;808.0;1.0
624.9114109021498;1447.524386137229;47.0;808.0;1.0
817.7919055276043;1459.4889677008432;47.0;808.0;1.0
;1318.786314717342;47.0;808.0;
;1369.5367703893482;47.0;808.0;1.0
632.0107454421022;1435.1192139252403;47.0;808.0;1.0
742.4061864135181;1399.8962086288536;47.0;808.0;1.0
628.4818648688263;1469.6532504631984;47.0;808.0;
479.41185448930537;1385.2502848180027;47.0;808.0;1.0
425.2187208247557;1303.7629576026204;47.0;808.0;1.0
580.4720773334049;1443.5187649407292;47.0;808.0;1.0
520.5375466587968;;47.0;808.0;
453.1506487085661;;47.0;808.0;1.0
404.8424673573751;1368.6976810016351;47.0;808.0;1.0
467.99300951548054;1394.7223972467425;47.0;;1.0
;1322.2980607351153;47.0;808.0;
;1351.3706093765227;47.0;808.0;1.0
681.3455734390109;1454.6633668343816;47.0;808.0;1.0
477.91469042102045;1447.5402253285035;47.0;808.0;1.0
360.7150128620612;1324.604245224574;47.0;808.0;1.0
733.2893501202432;;47.0;;1.0
369.4115964890844;1299.580859512157;47.0;808.0;1.0
497.17600582937393;1404.4165726055612;47.0;808.0;1.0
681.0535652638373;;47.0;808.0;1.0
577.0619106324217;1471.0202507674078;47.0;808.0;1.0
375.77444764229597;1319.2199736471243;47.0;808.0;
;1272.624704781135;47.0;808.0;1.0
672.9953279739366;1460.2752448874908;47.0;808.0;1.0
593.2627423496344;1379.0055954558015;47.0;808.0;1.0
543.574537640004;1412.8501257120035;47.0;;1.0
525.4982928056697;1342.462885195867;47.0;808.0;1.0
481.12546533864196;1436.0543950155325;47.0;808.0;1.0
375.6734167303506;1307.0103276066366;47.0;808.0;1.0
616.54123205696;1388.1420571153824;47.0;808.0;1.0
634.4483885189045;1498.5413815629447;47.0;;1.0
678.2135028965707;1459.816162011588;47.0;808.0;1.0
522.2308310826863;1362.499440169842;47.0;808.0;1.0
669.159351745466;1405.2386924148857;47.0;;1.0
494.34187064088667;1386.2398110398449;47.0;808.0;1.0
;;47.0;808.0;1.0
454.8563727217575;1357.0141648354293;47.0;;1.0
;1309.2435197670736;47.0;808.0;1.0
484.45703148972996;1425.6645143701392;47.0;808.0;1.0
538.8656389320342;1400.3758506037473;47.0;808.0;1.0
